gender,department_name,assignment_category,employee_position_title,underfilled_job_title,year_first_hired,salary
F,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,1987,76015.03
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2003,45049.12
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2002,58671.02
M,Fire and Rescue Services,Fulltime-Regular,Public Safety Communications Specialist III,Public Safety Communications Specialist I,2015,40631.32
F,Department of Police,Parttime-Regular,Crossing Guard,,1994,26208.35
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2016,39257.31
M,Department of Police,Fulltime-Regular,Security Officer I,,2004,53505.69
F,Department of Police,Fulltime-Regular,Forensics Specialist I,,2012,50785.5
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer II (PFC),2012,53381.0
F,Department of Police,Parttime-Regular,Crossing Guard,,2000,24134.31
F,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2012,29779.07
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2012,57265.0
M,Department of Police,Fulltime-Regular,Principal Administrative Aide,,2013,40113.28
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2004,69744.0
F,Office of Public Information,Fulltime-Regular,Customer Service Representative I,,2013,40728.37
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer II (PFC),2015,48145.0
F,Department of Finance,Fulltime-Regular,Senior Information Technology Specialist,,2007,116633.77
F,Department of Transportation,Fulltime-Regular,Bus Operator,,2002,50699.15
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1986,95187.98
M,Department of Police,Fulltime-Regular,Security Officer I,,2004,61775.8
F,Department of Public Libraries,Parttime-Regular,Librarian I,,1990,41910.63
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2007,48258.81
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2009,91805.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2013,52693.0
M,Department of General Services,Fulltime-Regular,Manager III,,2000,114983.68
F,Department of Public Libraries,Fulltime-Regular,Library Assistant I,,2005,47644.65
M,Office of Human Rights,Fulltime-Regular,Investigator III,,1996,91532.03
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Records Technician,,1998,70422.0
M,County Attorney's Office,Fulltime-Regular,Administrative Specialist III,,1987,95263.92
F,Department of Health and Human Services,Fulltime-Regular,Therapist II,,2016,66905.0
M,Department of Permitting Services,Fulltime-Regular,Senior Permitting Services Specialist,,2013,95414.08
F,Department of Public Libraries,Parttime-Regular,Librarian I,,1987,43761.61
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2007,97676.37
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2013,58157.89
F,Department of Police,Fulltime-Regular,Police Officer Candidate,,1992,70490.11
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist III,,1989,91751.37
M,Department of General Services,Fulltime-Regular,Supply Technician III,,2008,56464.05
F,Department of Technology Services,Fulltime-Regular,Manager III,,2008,108049.35
M,Department of Permitting Services,Fulltime-Regular,Manager III,,2005,114419.25
F,Department of Liquor Control,Fulltime-Regular,Alcohol Beverage Purchasing Specialist,,2006,53493.02
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Clerk II,,2000,57764.37
F,Department of Health and Human Services,Fulltime-Regular,Program Specialist II,,2009,56491.42
M,Department of Public Libraries,Fulltime-Regular,Information Technology Technician III,Information Technology Technician II,2015,52008.75
M,Department of Police,Fulltime-Regular,Police Officer III,,2001,75453.0
F,Department of Transportation,Fulltime-Regular,Transit Communications Supervisor,,1984,75277.02
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer I (Private),2016,44300.0
M,Department of Permitting Services,Fulltime-Regular,Permit Technician III,Permit Technician II,2012,47878.28
F,Department of Health and Human Services,Parttime-Regular,Community Health Nurse II,,2004,48956.0
M,Department of Police,Fulltime-Regular,Police Officer III,,1997,80829.0
M,Department of Police,Fulltime-Regular,Police Officer III,,1987,92756.7
M,Department of Police,Fulltime-Regular,Police Officer III,,2006,72902.0
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,Mechanic Technician I,2010,47300.92
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2013,52693.0
M,Department of Transportation,Fulltime-Regular,Public Service Craftsworker,,2010,45406.47
F,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,Public Safety Communications Specialist II,1994,72534.66
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1998,118930.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2006,68015.0
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2014,39351.08
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,45049.12
M,Department of Police,Fulltime-Regular,Police Officer III,,2004,78096.0
F,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,,2007,61315.78
F,Department of Finance,Fulltime-Regular,Accountant/Auditor III,,2010,91801.23
F,Department of Police,Fulltime-Regular,Master Police Officer,,2006,90917.0
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2008,44758.55
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2000,77328.0
M,Department of Police,Fulltime-Regular,Police Captain,,1994,155693.29
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2002,55022.21
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2008,63493.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2001,49831.17
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2001,76936.0
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Clerk II,,2008,45397.36
M,Department of Transportation,Fulltime-Regular,Transit Coordinator,,2006,55769.09
F,Department of Health and Human Services,Fulltime-Regular,Social Worker II,,2000,93396.0
F,Department of Police,Fulltime-Regular,Police Officer Candidate,,2016,50211.0
F,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2004,29779.06
M,Department of Liquor Control,Fulltime-Regular,Alcohol Beverage Purchasing Specialist,,2012,46318.99
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2007,46626.87
F,Department of General Services,Fulltime-Regular,Planning Specialist III,,2013,79381.84
F,Department of Health and Human Services,Fulltime-Regular,Nurse Manager,,2004,102664.0
M,Department of Liquor Control,Fulltime-Regular,Supply Technician III,Supply Technician II,2014,36363.33
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2014,35552.41
M,Department of Liquor Control,Fulltime-Regular,Warehouse Assistant Supervisor,,1992,80133.73
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2003,97912.0
M,Department of Recreation,Fulltime-Regular,Recreation Specialist,,2005,57134.25
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2006,48258.81
F,Department of Health and Human Services,Parttime-Regular,Community Health Nurse II,,2013,69023.5
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,2000,120967.0
M,Department of General Services,Fulltime-Regular,Program Manager I,,2001,74110.64
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,Equipment Operator Apprentice,2016,33395.15
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2015,28772.07
F,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,,2008,59242.3
M,Department of Police,Fulltime-Regular,Police Officer III,,1982,92756.7
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2010,45261.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2007,48258.81
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,2000,71835.82
F,Department of Technology Services,Fulltime-Regular,Office Services Coordinator,,2013,58581.96
M,Department of Finance,Fulltime-Regular,Office Services Coordinator,,2015,54089.1
F,Department of Health and Human Services,Parttime-Regular,Therapist II,,2010,34799.32
M,Department of Health and Human Services,Fulltime-Regular,Behavioral Health Associate Counselor,,2012,75241.76
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2015,39257.31
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2011,43525.72
F,Department of Public Libraries,Parttime-Regular,Library Aide,,2011,18193.45
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2016,39257.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2004,97912.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2007,67753.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2012,59638.0
F,Correction and Rehabilitation,Fulltime-Regular,Manager II,,1988,154872.52
M,Department of Police,Fulltime-Regular,Police Officer III,,2007,70435.0
F,Department of Transportation,Fulltime-Regular,Bus Operator,,2014,42053.83
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2001,99597.0
M,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,2005,68552.41
M,Department of Transportation,Fulltime-Regular,Transit Coordinator,,1998,70422.0
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2007,62903.0
M,Department of Police,Fulltime-Regular,Security Officer III (Sergeant),,2002,84832.58
M,Department of Liquor Control,Fulltime-Regular,Truck Driver/Warehouse Worker,,2000,57378.12
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,2005,87222.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,2001,106456.0
F,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,2001,70083.45
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2008,50671.27
M,Department of Recreation,Fulltime-Regular,Recreation Specialist,,2016,55500.0
M,Department of Liquor Control,Fulltime-Regular,Truck Driver/Warehouse Worker,,2008,42332.4
M,Office of Agriculture,Fulltime-Regular,State Department Agricultural Employee - SS,,2014,41110.0
F,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2005,41523.43
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2005,78168.68
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2007,48258.81
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,2002,106501.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2013,56733.0
M,Department of Transportation,Fulltime-Regular,Work Force Leader IV,,2006,60917.35
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2001,58657.24
F,Department of Public Libraries,Fulltime-Regular,Library Associate,,2001,69785.49
F,County Attorney's Office,Fulltime-Regular,Paralegal Specialist,,2008,77210.6
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2012,57265.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2011,43525.72
M,Department of Housing and Community Affairs,Fulltime-Regular,Program Manager II,,1989,105743.92
F,Department of Public Libraries,Fulltime-Regular,Program Specialist II,,2008,92931.0
M,Department of Health and Human Services,Fulltime-Regular,Program Specialist II,,2011,58975.23
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2008,46626.87
F,Department of Recreation,Fulltime-Regular,Recreation Supervisor,,1987,95263.92
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2013,55328.0
M,Department of General Services,Fulltime-Regular,Plumber II,,2014,64853.44
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,1998,73801.0
F,Department of Public Libraries,Fulltime-Regular,Librarian II,,1993,90510.64
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2016,27799.2
F,Department of Health and Human Services,Fulltime-Regular,Therapist II,,2012,68344.59
M,Department of Environmental Protection,Fulltime-Regular,Executive Administrative Aide,,1979,71830.44
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2005,97912.0
F,Department of Health and Human Services,Parttime-Regular,Client Assistance Specialist,,2011,34531.25
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Assistant Chief,,1988,149529.08
F,County Council,Fulltime-Regular,Administrative Specialist II,Administrative Specialist I,2009,59420.09
F,Department of Police,Fulltime-Regular,Police Officer III,,1998,89620.0
F,Department of Health and Human Services,Fulltime-Regular,Social Worker II,,1999,91790.12
M,Department of Police,Fulltime-Regular,Background Screening Specialist,,2003,80788.59
F,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,2008,55611.06
M,Department of Public Libraries,Fulltime-Regular,Library Associate,,2015,46319.36
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2004,43425.63
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2006,64615.13
F,Board of Appeals Department,Fulltime-Regular,Office Services Coordinator,,2007,49336.78
F,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,2001,73801.0
F,Department of Public Libraries,Fulltime-Regular,Manager III,,1983,135043.59
M,Department of Finance,Fulltime-Regular,Accountant/Auditor III,,1999,93396.0
F,Department of Health and Human Services,Fulltime-Regular,Administrative Specialist III,,2016,70000.0
F,Department of Transportation,Fulltime-Regular,Transit Coordinator,,2004,58855.37
F,Department of Health and Human Services,Fulltime-Regular,Program Specialist I,,2008,70403.73
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2005,79471.0
F,Correction and Rehabilitation,Fulltime-Regular,Office Services Coordinator,,2003,56615.69
